"Paper_title"	"Paper_author"	"Data_extraction_method"	"Sel_coeff"	"Error_new"	"Sel_temp"	"Assay_temp"	"Rel_assay_temp"	"Abs_rel_assay_temp"	"Sign"	"No_of_Gen"	"Recombination"	"Type_Gen_var"	"Anc_vs_Control"	"Study_ID"	"Curve_ID"	"Genus"	"Species"	"Scientific_name"
"80"	"Temperature affects the repeatability of evolution in the microbial eukaryote Tetrahymena thermophila	"	"(Tarkington and Zufall, 2021)	"	""	0.596106575	0.155604469	37	37	0	0	"high"	6500	"no"	"denovo"	"Anc"	"Tarkington_and_Zufall_2021"	"Tarkington_and_Zufall_2021_4"	"Tetrahymena"	"thermphila"	"Tetrahymena thermophila"
"81"	"Temperature affects the repeatability of evolution in the microbial eukaryote Tetrahymena thermophila	"	"(Tarkington and Zufall, 2021)	"	""	-0.136549995	0.034303713	37	37	0	0	"high"	6500	"no"	"denovo"	"Anc"	"Tarkington_and_Zufall_2021"	"Tarkington_and_Zufall_2021_5"	"Tetrahymena"	"thermphila"	"Tetrahymena thermophila"
"82"	"Temperature affects the repeatability of evolution in the microbial eukaryote Tetrahymena thermophila	"	"(Tarkington and Zufall, 2021)	"	""	0.027725887	0.045974048	37	37	0	0	"high"	6500	"no"	"denovo"	"Anc"	"Tarkington_and_Zufall_2021"	"Tarkington_and_Zufall_2021_6"	"Tetrahymena"	"thermphila"	"Tetrahymena thermophila"
"83"	"Experimental thermal microevolution in community-embedded Daphnia populations	"	"(Van Doorslaer et al., 2010)	"	"Graph"	-0.028026906	0.035957776	24	24	0	0	"high"	NA	"no"	"standing"	"Control"	"Van_Doorslaer_et_al_2010"	"Van_Doorslaer_et_al_2010_1"	"Daphnia"	"magna"	"Daphnia magna"
"84"	"Experimental thermal microevolution in community-embedded Daphnia populations	"	"(Van Doorslaer et al., 2010)	"	"Graph"	-0.082150101	0.043956203	24	24	0	0	"high"	NA	"no"	"standing"	"Control"	"Van_Doorslaer_et_al_2010"	"Van_Doorslaer_et_al_2010_2"	"Daphnia"	"pulex"	"Daphnia pulex"
"85"	"Rapid evolution in response to increased temperaturemaintains population viability despite genetic erosionin a tropical ectotherm	"	"(Breckels et al., 2014)	"	"Paper"	-0.533333333	0.367362602	28	28	0	0	"high"	8	"yes"	"standing"	"Control"	"Breckels_et_al_2014"	"Breckels_et_al_2014_1"	"Poecilia"	"reticulata"	"Poecilia reticulata"
"86"	"Genotype-Environment Interactions of Spontaneous Mutations for Vegetative Fitness in the Human Pathogenic Fungus Cryptococcus neoformans	"	"(Xu, 2004)"	"Paper"	-0.143	0.066	25	25	0	0	"equal"	600	"no"	"denovo"	"Anc"	"Xu_et_al"	"Xu_et_al_1"	"Cryptococcus"	"neoformans"	"Cryptococcus neoformans"
"87"	"Genotype-Environment Interactions of Spontaneous Mutations for Vegetative Fitness in the Human Pathogenic Fungus Cryptococcus neoformans	"	"(Xu, 2004)"	"Paper"	-0.205	0.052	37	37	0	0	"high"	600	"no"	"denovo"	"Anc"	"Xu_et_al"	"Xu_et_al_2"	"Cryptococcus"	"neoformans"	"Cryptococcus neoformans"
"88"	"Evolutionary Adaptation to Temperature .1. Fitness Responses of Escherichia-Coli to Changes in Its Thermal Environment	"	"bennett_lenski_1992"	"Paper data"	0.072087307	0.019408121	32	32	0	0	"low"	2000	"no"	"denovo"	"Anc"	"bennett_lenski_1992"	"bennett_lenski_1992_1"	"Escherichia"	"coli"	"Escherichia coli"
"89"	"Evolutionary Adaptation to Temperature .1. Fitness Responses of Escherichia-Coli to Changes in Its Thermal Environment	"	"bennett_lenski_1992"	"Paper data"	0.05406548	0.013169796	37	37	0	0	"equal"	2000	"no"	"denovo"	"Anc"	"bennett_lenski_1992"	"bennett_lenski_1992_2"	"Escherichia"	"coli"	"Escherichia coli"
"90"	"Evolutionary Adaptation to Temperature .1. Fitness Responses of Escherichia-Coli to Changes in Its Thermal Environment	"	"bennett_lenski_1992"	"Paper data"	0.13031167	0.040202536	42	42	0	0	"high"	2000	"no"	"denovo"	"Anc"	"bennett_lenski_1992"	"bennett_lenski_1992_3"	"Escherichia"	"coli"	"Escherichia coli"
"91"	"Evolution of total net fitness in thermal lines: Drosophila subobscura likes it 'warm'	"	"(Santos, 2007)	"	"Graph"	0.352311436	0.098316699	13	13	0	0	"low"	59	"yes"	"standing"	"Anc"	"Santos_2007"	"Santos_2007_1a"	"Drosophila"	"subobscura"	"Drosophila subobscura"
"92"	"Evolution of total net fitness in thermal lines: Drosophila subobscura likes it 'warm'	"	"(Santos, 2007)	"	"Graph"	0.273357664	0.098999454	18	18	0	0	"equal"	59	"yes"	"standing"	"Anc"	"Santos_2007"	"Santos_2007_1b"	"Drosophila"	"subobscura"	"Drosophila subobscura"
"93"	"Evolution of total net fitness in thermal lines: Drosophila subobscura likes it 'warm'	"	"(Santos, 2007)	"	"Graph"	0.69756691	0.098316699	22	22	0	0	"high"	59	"yes"	"standing"	"Anc"	"Santos_2007"	"Santos_2007_1c"	"Drosophila"	"subobscura"	"Drosophila subobscura"
"94"	"Adaptive microevolutionary responses to simulated global warming in Simocephalus vetulus: a mesocosm study	"	"(Van Doorslaer et al., 2007)"	"Graph"	-0.131822597	0.085997691	22	22	0	0	"high"	NA	"no"	"standing"	"Control"	"Van_Doorslaer_et_al_2007"	"Van_Doorslaer_et_al_2007_1"	"Simocephalus"	"vetulus"	"Simocephalus vetulus"
"95"	"Adaptive microevolutionary responses to simulated global warming in Simocephalus vetulus: a mesocosm study	"	"(Van Doorslaer et al., 2007)"	"Graph"	-0.016863254	0.05114031	26	26	0	0	"high"	NA	"no"	"standing"	"Control"	"Van_Doorslaer_et_al_2007"	"Van_Doorslaer_et_al_2007_2"	"Simocephalus"	"vetulus"	"Simocephalus vetulus"
"96"	"Experimental evolution for generalists and specialists reveals multivariate genetic constraints on thermal reaction norms"	"(Berger et al., 2014)"	"Supplementary information"	0.006490202	0.024780346	31	31	0	0	"high"	20	"yes"	"standing"	"Control"	"Berger_et_al"	"Berger_et_al_1"	"Sepsis"	"punctum"	"Sepsis punctum"
"97"	"Experimental evolution for generalists and specialists reveals multivariate genetic constraints on thermal reaction norms"	"(Berger et al., 2014)"	"Supplementary information"	0.059045975	0.01823774	31	31	0	0	"high"	20	"yes"	"standing"	"Control"	"Berger_et_al"	"Berger_et_al_2"	"Sepsis"	"punctum"	"Sepsis punctum"
"98"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.283497197	0.016635532	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"1"	"Escherichia"	"coli"	"Escherichia coli"
"99"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.335483235	0.042975125	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"2"	"Escherichia"	"coli"	"Escherichia coli"
"100"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.178138825	0.045054567	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"3"	"Escherichia"	"coli"	"Escherichia coli"
"101"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.226659128	0.054758627	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"4"	"Escherichia"	"coli"	"Escherichia coli"
"102"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.387469274	0.075553043	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"5"	"Escherichia"	"coli"	"Escherichia coli"
"103"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.366674859	0.037429948	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"6"	"Escherichia"	"coli"	"Escherichia coli"
"104"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.36390227	0.02218071	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"7"	"Escherichia"	"coli"	"Escherichia coli"
"105"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.327165469	0.035350506	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"8"	"Escherichia"	"coli"	"Escherichia coli"
"106"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.462329169	0.049906597	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"9"	"Escherichia"	"coli"	"Escherichia coli"
"107"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.169127912	0.02218071	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"10"	"Escherichia"	"coli"	"Escherichia coli"
"108"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.223886539	0.033271065	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"11"	"Escherichia"	"coli"	"Escherichia coli"
"109"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.392321304	0.05406548	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"12"	"Escherichia"	"coli"	"Escherichia coli"
"110"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.41796775	0.062383246	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"13"	"Escherichia"	"coli"	"Escherichia coli"
"111"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.345880443	0.048520303	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"14"	"Escherichia"	"coli"	"Escherichia coli"
"112"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.188536033	0.048520303	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"15"	"Escherichia"	"coli"	"Escherichia coli"
"113"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.318847703	0.030498476	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"16"	"Escherichia"	"coli"	"Escherichia coli"
"114"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.388855568	0.072087307	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"17"	"Escherichia"	"coli"	"Escherichia coli"
"115"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.192694916	0.036736801	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"18"	"Escherichia"	"coli"	"Escherichia coli"
"116"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.331324352	0.081791367	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"19"	"Escherichia"	"coli"	"Escherichia coli"
"117"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.225272834	0.029112182	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"20"	"Escherichia"	"coli"	"Escherichia coli"
"118"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.089415986	0.024260151	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"21"	"Escherichia"	"coli"	"Escherichia coli"
"119"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.395093893	0.046440861	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"22"	"Escherichia"	"coli"	"Escherichia coli"
"120"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.127539081	0.026339593	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"23"	"Escherichia"	"coli"	"Escherichia coli"
"121"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.348653032	0.025646446	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"24"	"Escherichia"	"coli"	"Escherichia coli"
"122"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.168434765	0.040202536	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"25"	"Escherichia"	"coli"	"Escherichia coli"
"123"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.348653032	0.057531216	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"26"	"Escherichia"	"coli"	"Escherichia coli"
"124"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.22873857	0.033964212	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"27"	"Escherichia"	"coli"	"Escherichia coli"
"125"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.201012682	0.029112182	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"28"	"Escherichia"	"coli"	"Escherichia coli"
"126"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.278645167	0.024953299	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"29"	"Escherichia"	"coli"	"Escherichia coli"
"127"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.353505062	0.040895684	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"30"	"Escherichia"	"coli"	"Escherichia coli"
"128"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.327858616	0.042975125	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"31"	"Escherichia"	"coli"	"Escherichia coli"
"129"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.334790088	0.037429948	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"32"	"Escherichia"	"coli"	"Escherichia coli"
"130"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.302905318	0.047134008	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"33"	"Escherichia"	"coli"	"Escherichia coli"
"131"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.255078162	0.025646446	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"34"	"Escherichia"	"coli"	"Escherichia coli"
"132"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.212103037	0.042281978	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"35"	"Escherichia"	"coli"	"Escherichia coli"
"133"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.388855568	0.036736801	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"36"	"Escherichia"	"coli"	"Escherichia coli"
"134"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.343801002	0.033271065	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"37"	"Escherichia"	"coli"	"Escherichia coli"
"135"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.357663945	0.05406548	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"38"	"Escherichia"	"coli"	"Escherichia coli"
"136"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.203092124	0.042281978	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"39"	"Escherichia"	"coli"	"Escherichia coli"
"137"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.327858616	0.043668272	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"40"	"Escherichia"	"coli"	"Escherichia coli"
"138"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.378458361	0.053372333	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"41"	"Escherichia"	"coli"	"Escherichia coli"
"139"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.20655786	0.045054567	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"42"	"Escherichia"	"coli"	"Escherichia coli"
"140"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.241908366	0.05406548	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"43"	"Escherichia"	"coli"	"Escherichia coli"
"141"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.28765608	0.036736801	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"44"	"Escherichia"	"coli"	"Escherichia coli"
"142"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.066542129	0.029805329	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"45"	"Escherichia"	"coli"	"Escherichia coli"
"143"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.266168517	0.054758627	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"46"	"Escherichia"	"coli"	"Escherichia coli"
"144"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.2703274	0.063076393	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"47"	"Escherichia"	"coli"	"Escherichia coli"
"145"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.221113951	0.048520303	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"48"	"Escherichia"	"coli"	"Escherichia coli"
"146"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.193388063	0.029805329	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"49"	"Escherichia"	"coli"	"Escherichia coli"
"147"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.290428669	0.063769541	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"50"	"Escherichia"	"coli"	"Escherichia coli"
"148"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.26547537	0.045747714	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"51"	"Escherichia"	"coli"	"Escherichia coli"
"149"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.192001769	0.029805329	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"52"	"Escherichia"	"coli"	"Escherichia coli"
"150"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.371526889	0.074166748	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"53"	"Escherichia"	"coli"	"Escherichia coli"
"151"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.343107854	0.050599744	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"54"	"Escherichia"	"coli"	"Escherichia coli"
"152"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.280724608	0.036043653	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"55"	"Escherichia"	"coli"	"Escherichia coli"
"153"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.298053288	0.040895684	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"56"	"Escherichia"	"coli"	"Escherichia coli"
"154"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.262009634	0.02218071	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"57"	"Escherichia"	"coli"	"Escherichia coli"
"155"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.196160652	0.041588831	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"58"	"Escherichia"	"coli"	"Escherichia coli"
"156"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.374992625	0.032577917	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"59"	"Escherichia"	"coli"	"Escherichia coli"
"157"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.213489332	0.024260151	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"60"	"Escherichia"	"coli"	"Escherichia coli"
"158"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.187149739	0.041588831	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"61"	"Escherichia"	"coli"	"Escherichia coli"
"159"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.320927145	0.065848982	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"62"	"Escherichia"	"coli"	"Escherichia coli"
"160"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.290428669	0.042975125	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"63"	"Escherichia"	"coli"	"Escherichia coli"
"161"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.217648215	0.028419034	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"64"	"Escherichia"	"coli"	"Escherichia coli"
"162"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.247453543	0.042975125	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"65"	"Escherichia"	"coli"	"Escherichia coli"
"163"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.261316487	0.024260151	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"66"	"Escherichia"	"coli"	"Escherichia coli"
"164"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.298053288	0.066542129	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"67"	"Escherichia"	"coli"	"Escherichia coli"
