"Paper_title"	"Paper_author"	"Data_extraction_method"	"Sel_coeff"	"Error_new"	"Sel_temp"	"Assay_temp"	"Rel_assay_temp"	"Abs_rel_assay_temp"	"Sign"	"No_of_Gen"	"Recombination"	"Type_Gen_var"	"Anc_vs_Control"	"Study_ID"	"Curve_ID"	"Genus"	"Species"	"Scientific_name"
"1911"	"Adaptive microevolutionary responses to simulated global warming in Simocephalus vetulus: a mesocosm study	"	"(Van Doorslaer et al., 2007)"	"Graph"	0.133924606	0.528068527	22	18	-4	4	"high"	NA	"no"	"standing"	"control"	"Van_Doorslaer_et_al_2007"	"Van_Doorslaer_et_al_2007_1"	"Simocephalus"	"vetulus"	"Simocephalus vetulus"
"2011"	"Adaptive microevolutionary responses to simulated global warming in Simocephalus vetulus: a mesocosm study	"	"(Van Doorslaer et al., 2007)"	"Graph"	-0.131822597	0.085997691	22	22	0	0	"high"	NA	"no"	"standing"	"control"	"Van_Doorslaer_et_al_2007"	"Van_Doorslaer_et_al_2007_1"	"Simocephalus"	"vetulus"	"Simocephalus vetulus"
"2111"	"Adaptive microevolutionary responses to simulated global warming in Simocephalus vetulus: a mesocosm study	"	"(Van Doorslaer et al., 2007)"	"Graph"	0.023608555	0.057773214	22	26	4	4	"high"	NA	"no"	"standing"	"control"	"Van_Doorslaer_et_al_2007"	"Van_Doorslaer_et_al_2007_1"	"Simocephalus"	"vetulus"	"Simocephalus vetulus"
"2211"	"Adaptive microevolutionary responses to simulated global warming in Simocephalus vetulus: a mesocosm study	"	"(Van Doorslaer et al., 2007)"	"Graph"	0.011645618	0.467847988	26	18	-8	8	"high"	NA	"no"	"standing"	"control"	"Van_Doorslaer_et_al_2007"	"Van_Doorslaer_et_al_2007_2"	"Simocephalus"	"vetulus"	"Simocephalus vetulus"
"2311"	"Adaptive microevolutionary responses to simulated global warming in Simocephalus vetulus: a mesocosm study	"	"(Van Doorslaer et al., 2007)"	"Graph"	-0.073900547	0.061231035	26	22	-4	4	"high"	NA	"no"	"standing"	"control"	"Van_Doorslaer_et_al_2007"	"Van_Doorslaer_et_al_2007_2"	"Simocephalus"	"vetulus"	"Simocephalus vetulus"
"2411"	"Adaptive microevolutionary responses to simulated global warming in Simocephalus vetulus: a mesocosm study	"	"(Van Doorslaer et al., 2007)"	"Graph"	-0.016863254	0.05114031	26	26	0	0	"high"	NA	"no"	"standing"	"control"	"Van_Doorslaer_et_al_2007"	"Van_Doorslaer_et_al_2007_2"	"Simocephalus"	"vetulus"	"Simocephalus vetulus"
"2511"	"Experimental evolution for generalists and specialists reveals multivariate genetic constraints on thermal reaction norms"	"(Berger et al., 2014)"	"Supplementary information"	-0.043744787	0.023357549	31	15	-16	16	"high"	20	"yes"	"standing"	"control"	"Berger_et_al"	"Berger_et_al_2"	"Sepsis"	"punctum"	"Sepsis punctum"
"2611"	"Experimental evolution for generalists and specialists reveals multivariate genetic constraints on thermal reaction norms"	"(Berger et al., 2014)"	"Supplementary information"	0.002081141	0.025329926	31	23	-8	8	"high"	20	"yes"	"standing"	"control"	"Berger_et_al"	"Berger_et_al_2"	"Sepsis"	"punctum"	"Sepsis punctum"
"2711"	"Experimental evolution for generalists and specialists reveals multivariate genetic constraints on thermal reaction norms"	"(Berger et al., 2014)"	"Supplementary information"	0.059045975	0.01823774	31	31	0	0	"high"	20	"yes"	"standing"	"control"	"Berger_et_al"	"Berger_et_al_2"	"Sepsis"	"punctum"	"Sepsis punctum"
"2811"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.101892636	0.009010913	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"1"	"Escherichia"	"coli"	"Escherichia coli"
"2911"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.009704061	0.024260151	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"2"	"Escherichia"	"coli"	"Escherichia coli"
"3010"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.013169796	0.013169796	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"3"	"Escherichia"	"coli"	"Escherichia coli"
"3110"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.04436142	0.015942385	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"4"	"Escherichia"	"coli"	"Escherichia coli"
"3210"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.015942385	0.016635532	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"5"	"Escherichia"	"coli"	"Escherichia coli"
"3310"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.013862944	0.019408121	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"6"	"Escherichia"	"coli"	"Escherichia coli"
"3410"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.029112182	0.009010913	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"7"	"Escherichia"	"coli"	"Escherichia coli"
"3510"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.115062432	0.009010913	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"8"	"Escherichia"	"coli"	"Escherichia coli"
"3610"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.007624619	0.006238325	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"9"	"Escherichia"	"coli"	"Escherichia coli"
"3710"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.092881722	0.020101268	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"10"	"Escherichia"	"coli"	"Escherichia coli"
"3810"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.081791367	0.019408121	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"11"	"Escherichia"	"coli"	"Escherichia coli"
"3910"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.051292891	0.007624619	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"12"	"Escherichia"	"coli"	"Escherichia coli"
"4010"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.07139416	0.002079442	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"13"	"Escherichia"	"coli"	"Escherichia coli"
"4110"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.018714974	0.014556091	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"14"	"Escherichia"	"coli"	"Escherichia coli"
"4210"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.077632484	0.011090355	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"15"	"Escherichia"	"coli"	"Escherichia coli"
"4310"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.018714974	0.01732868	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"16"	"Escherichia"	"coli"	"Escherichia coli"
"4410"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.209330449	0.045054567	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"17"	"Escherichia"	"coli"	"Escherichia coli"
"4510"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.096347458	0.019408121	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"18"	"Escherichia"	"coli"	"Escherichia coli"
"4610"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.022873857	0.015942385	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"19"	"Escherichia"	"coli"	"Escherichia coli"
"4710"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.092188575	0.014556091	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"20"	"Escherichia"	"coli"	"Escherichia coli"
"4810"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.002772589	0.012476649	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"21"	"Escherichia"	"coli"	"Escherichia coli"
"4910"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.069314718	0.01732868	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"22"	"Escherichia"	"coli"	"Escherichia coli"
"5010"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.07139416	0.007624619	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"23"	"Escherichia"	"coli"	"Escherichia coli"
"5110"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.004158883	0.01732868	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"24"	"Escherichia"	"coli"	"Escherichia coli"
"5210"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.069314718	0.009704061	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"25"	"Escherichia"	"coli"	"Escherichia coli"
"5310"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.145560908	0.006238325	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"26"	"Escherichia"	"coli"	"Escherichia coli"
"5410"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.178831973	0.025646446	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"27"	"Escherichia"	"coli"	"Escherichia coli"
"5510"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.036043653	0.011090355	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"28"	"Escherichia"	"coli"	"Escherichia coli"
"5610"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.245374102	0.013862944	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"29"	"Escherichia"	"coli"	"Escherichia coli"
"5710"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.015249238	0.020101268	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"30"	"Escherichia"	"coli"	"Escherichia coli"
"5810"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.040202536	0.006931472	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"31"	"Escherichia"	"coli"	"Escherichia coli"
"5910"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.024953299	0.028419034	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"32"	"Escherichia"	"coli"	"Escherichia coli"
"601"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.030498476	0.010397208	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"33"	"Escherichia"	"coli"	"Escherichia coli"
"612"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.203785271	0.034657359	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"34"	"Escherichia"	"coli"	"Escherichia coli"
"621"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.07139416	0.008317766	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"35"	"Escherichia"	"coli"	"Escherichia coli"
"631"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.115062432	0.026339593	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"36"	"Escherichia"	"coli"	"Escherichia coli"
"641"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.093574869	0.012476649	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"37"	"Escherichia"	"coli"	"Escherichia coli"
"651"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.047134008	0.036043653	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"38"	"Escherichia"	"coli"	"Escherichia coli"
"661"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.040202536	0.01732868	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"39"	"Escherichia"	"coli"	"Escherichia coli"
"671"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.040895684	0.023567004	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"40"	"Escherichia"	"coli"	"Escherichia coli"
"681"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.086643398	0.01732868	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"41"	"Escherichia"	"coli"	"Escherichia coli"
"691"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.04921345	0.009704061	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"42"	"Escherichia"	"coli"	"Escherichia coli"
"701"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.065848982	0.013862944	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"43"	"Escherichia"	"coli"	"Escherichia coli"
"712"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.006238325	0.042281978	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"44"	"Escherichia"	"coli"	"Escherichia coli"
"721"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.061690099	0.020101268	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"45"	"Escherichia"	"coli"	"Escherichia coli"
"731"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.058224363	0.008317766	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"46"	"Escherichia"	"coli"	"Escherichia coli"
"741"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.144174614	0.023567004	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"47"	"Escherichia"	"coli"	"Escherichia coli"
"751"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.024260151	0.012476649	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"48"	"Escherichia"	"coli"	"Escherichia coli"
"761"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.153185527	0.034657359	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"49"	"Escherichia"	"coli"	"Escherichia coli"
"771"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.047134008	0.005545177	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"50"	"Escherichia"	"coli"	"Escherichia coli"
"781"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.107437813	0.016635532	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"51"	"Escherichia"	"coli"	"Escherichia coli"
"791"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.00485203	0.011783502	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"52"	"Escherichia"	"coli"	"Escherichia coli"
"801"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.114369285	0.020794415	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"53"	"Escherichia"	"coli"	"Escherichia coli"
"812"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.090109133	0.002772589	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"54"	"Escherichia"	"coli"	"Escherichia coli"
"821"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.059610658	0.002772589	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"55"	"Escherichia"	"coli"	"Escherichia coli"
"831"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.022873857	0.007624619	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"56"	"Escherichia"	"coli"	"Escherichia coli"
"841"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.051292891	0.01732868	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"57"	"Escherichia"	"coli"	"Escherichia coli"
"851"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.074859896	0.009010913	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"58"	"Escherichia"	"coli"	"Escherichia coli"
"861"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.064462688	0.02218071	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"59"	"Escherichia"	"coli"	"Escherichia coli"
"871"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.020101268	0.010397208	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"60"	"Escherichia"	"coli"	"Escherichia coli"
"881"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.115755579	0.015942385	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"61"	"Escherichia"	"coli"	"Escherichia coli"
"891"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.001386294	0.03188477	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"62"	"Escherichia"	"coli"	"Escherichia coli"
"901"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.021487563	0.011090355	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"63"	"Escherichia"	"coli"	"Escherichia coli"
"912"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.111596696	0.006238325	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"64"	"Escherichia"	"coli"	"Escherichia coli"
"921"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.082484514	0.008317766	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"65"	"Escherichia"	"coli"	"Escherichia coli"
"931"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.205864713	0.015249238	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"66"	"Escherichia"	"coli"	"Escherichia coli"
"941"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.060996952	0.015249238	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"67"	"Escherichia"	"coli"	"Escherichia coli"
"951"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.002772589	0.009010913	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"68"	"Escherichia"	"coli"	"Escherichia coli"
"961"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.032577917	0.009704061	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"69"	"Escherichia"	"coli"	"Escherichia coli"
"971"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.031191623	0.020794415	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"70"	"Escherichia"	"coli"	"Escherichia coli"
"981"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.094268017	0.01732868	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"71"	"Escherichia"	"coli"	"Escherichia coli"
"991"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.08595025	0.013169796	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"72"	"Escherichia"	"coli"	"Escherichia coli"
"1001"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.003465736	0.020794415	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"73"	"Escherichia"	"coli"	"Escherichia coli"
"1012"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	-0.015249238	0.013169796	42.2	20	-22.2	22.2	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"74"	"Escherichia"	"coli"	"Escherichia coli"
